EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,reach-v1_success_rate,reach-v1_eval_rewards,mean_success_rate,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
67,11.29627513885498,17600,86177.74497,108109.58389,82077.45774,0.00136,11.29383,0.00104,0.00000,93351.87222,0.00000,268.56942,7.02000,287.11661,245.30562,16.69148,0.15277,16.96128,16.43955,-2.27000,0.73141,-0.47876,-4.17998,-16318.47884,174.22328,-15933.65430,-16779.79883,32868.74413,3245.44876,46893.11328,27461.15234,34722.08986,2253.11676,44641.34375,29681.76953,658.85478,400.92844,2180.24194,90.31521,1767384.14117,1054331.84519,5380565.50000,180544.56250,1242491.39664,662285.17827,3315887.25000,173368.64062,-0.50564,0.01767,-0.46381,-0.54603,0.15202,0.00903,0.17157,0.12707,0.36138,0.04406,0.46121,0.26143,-0.77490,0.02707,-0.72001,-0.84748,4.80646,0.25975,5.48232,4.16986,4.80646,0.25975,5.48232,4.16986,3.43373,0.14862,3.81974,3.14802,12.67020,0.53742,14.19745,11.50654,-6.67180,1.09310,-4.23528,-10.19715,0.33243,0.04722,0.45657,0.23466,1.69784,0.03203,1.78141,1.62915,2.48706,0.07436,2.64973,2.33427,-2.56915,0.08037,-2.41623,-2.76170
68,11.494255065917969,17800,88942.91729,137474.21799,82906.59282,0.00082,11.49234,0.00104,0.00000,93935.67728,0.00000,273.17585,6.98940,294.28128,257.28320,17.24876,0.16771,17.53407,16.96385,-2.26196,0.70045,-0.64256,-4.69987,-16623.89386,157.69994,-16193.64844,-16971.77734,33019.80344,2253.96918,42050.40234,28107.89062,36095.56554,2061.27045,41513.36328,31076.86914,684.47781,432.10981,2188.09937,113.65192,1371280.84141,765404.56973,4187799.00000,269816.28125,1185715.87328,564338.54197,2974138.00000,290431.43750,-0.50191,0.01450,-0.47215,-0.54487,0.15034,0.00593,0.16400,0.13214,0.34359,0.05998,0.43847,0.14518,-0.78258,0.02449,-0.71961,-0.84499,4.79445,0.24640,5.65857,4.22558,4.79445,0.24640,5.65857,4.22558,3.41344,0.14141,3.80893,3.08667,12.58199,0.51981,13.88054,11.45931,-6.82320,1.49951,-4.13799,-12.32327,0.30194,0.05738,0.45140,0.17025,1.70058,0.03125,1.80523,1.63186,2.47479,0.06851,2.67599,2.34533,-2.57426,0.07719,-2.39701,-2.76145
69,11.385733127593994,18000,91120.30146,142548.21567,83705.51672,0.00079,11.38386,0.00103,0.00000,92827.23368,0.00000,276.96706,7.32276,296.72849,255.32181,17.79966,0.15119,18.06438,17.53691,-1.88215,0.49418,-0.87738,-3.21482,-16948.44743,166.44317,-16487.20703,-17468.60547,36752.27613,4368.97685,50807.13672,31099.38672,37108.89816,2178.63564,42691.08984,32244.07422,655.03333,414.19116,2238.27710,86.35542,2145643.86125,1318737.14126,5769863.50000,267720.00000,1032542.99484,515271.78979,2920391.75000,283655.50000,-0.48953,0.01341,-0.45470,-0.51867,0.14788,0.00605,0.16744,0.13334,0.22193,0.07070,0.37386,0.10501,-0.76963,0.02240,-0.71720,-0.82252,4.65380,0.17179,5.12025,4.30319,4.65380,0.17179,5.12025,4.30319,3.39863,0.10640,3.66617,3.06480,12.42234,0.35780,13.16348,11.52686,-6.88538,1.50773,-3.49148,-14.01393,0.29821,0.03711,0.39730,0.21802,1.68505,0.02190,1.74034,1.63161,2.46783,0.04796,2.59083,2.36326,-2.57862,0.05483,-2.43542,-2.71301
70,11.672614812850952,18200,91118.40718,123161.26244,84028.82084,0.00316,11.66840,0.00101,0.00000,89594.39994,0.00000,282.31339,7.60558,307.57550,258.73193,18.33391,0.16186,18.61929,18.06674,-1.81387,0.67568,-0.07955,-3.63381,-17255.63031,185.98311,-16599.55078,-17754.11914,37762.32360,3262.55070,50797.73828,32448.18359,39988.49113,2373.49943,47213.19531,34840.72656,681.82853,392.23119,2305.29370,122.03908,1795245.54164,1124956.17908,5700473.50000,241435.60938,1361019.15102,723625.44056,4116738.75000,249982.68750,-0.49321,0.01363,-0.45943,-0.52321,0.14679,0.00710,0.16853,0.13239,0.25520,0.10852,0.50473,0.05944,-0.74778,0.02164,-0.69665,-0.80354,4.62362,0.23215,5.24865,4.02731,4.62362,0.23215,5.24865,4.02731,3.36808,0.13900,3.78993,3.03082,12.34100,0.43701,13.43103,11.25527,-6.84627,1.34656,-4.12554,-11.21983,0.27086,0.04496,0.38792,0.11934,1.68219,0.02948,1.75434,1.61982,2.47364,0.05620,2.65046,2.35881,-2.55476,0.06184,-2.40357,-2.74013
71,11.473173379898071,18400,91798.20880,117894.23466,83784.66706,0.00240,11.46394,0.00106,0.00000,107855.07739,0.00000,287.11358,7.83669,306.86533,267.04779,18.93014,0.18883,19.26449,18.62170,-1.95601,0.51383,0.05726,-3.59815,-17591.69157,183.68693,-17006.85352,-18121.95312,39162.56715,2563.47827,49190.85547,32983.99219,42103.02221,2391.20958,49120.12500,36213.33594,725.15820,424.27543,2068.62866,71.33221,1608032.54688,794315.85793,5123338.00000,268033.65625,1287110.18734,629095.32553,3569391.25000,214162.12500,-0.49849,0.01451,-0.47002,-0.52848,0.13896,0.00502,0.15664,0.12731,0.32911,0.09323,0.50498,0.12968,-0.75944,0.01792,-0.69702,-0.80510,4.66512,0.17455,5.22516,3.98051,4.66512,0.17455,5.22516,3.98051,3.28981,0.11873,3.63819,3.00111,12.25697,0.44346,13.41239,10.83452,-6.76437,1.37653,-4.12668,-10.61140,0.24366,0.04487,0.36184,0.13376,1.68975,0.02211,1.75539,1.61874,2.46809,0.06154,2.62806,2.31750,-2.54252,0.06881,-2.34050,-2.70153
72,11.833282470703125,18600,94906.63071,164533.26579,86506.73548,0.00499,11.82715,0.00107,0.00000,106366.74519,0.00000,291.34749,7.10089,313.83344,275.57513,19.55746,0.17113,19.84631,19.26793,-1.57629,0.59863,0.23709,-3.14131,-17905.41271,178.01574,-17407.59766,-18479.59961,41905.18373,2863.48543,51281.37500,35912.56641,45609.25061,2963.21446,53884.41406,38429.67969,784.02021,402.48329,1972.19446,89.81881,1760256.66000,859309.02898,4514418.50000,389683.50000,1763643.02609,821924.04406,3884864.75000,392208.21875,-0.49261,0.01054,-0.46542,-0.51885,0.14145,0.00628,0.15926,0.12873,0.36755,0.08774,0.52105,0.12840,-0.74473,0.01909,-0.69541,-0.80268,4.53019,0.20165,5.06131,3.91995,4.53019,0.20165,5.06131,3.91995,3.28157,0.09570,3.58847,3.01984,12.13654,0.35001,13.04139,11.24932,-6.72085,1.24858,-4.38034,-10.86330,0.24099,0.03546,0.32743,0.14337,1.67283,0.03032,1.75133,1.60640,2.47203,0.04660,2.58503,2.37274,-2.50908,0.05351,-2.38963,-2.63243
73,11.33366346359253,18800,96836.05604,146076.53339,88058.96882,0.01674,11.31577,0.00111,0.00000,102353.10083,0.00000,296.06947,7.87045,318.33789,271.46933,20.13046,0.16214,20.40976,19.84955,-1.40491,0.48731,-0.31100,-2.96240,-18249.96956,195.90308,-17632.64453,-18675.23828,43967.59305,3078.59378,53505.50000,36443.46484,47065.61107,2657.47290,56436.10156,40025.36328,813.13463,495.69917,2537.34180,90.28545,1686866.64344,984088.62509,5267261.50000,276487.31250,1300861.27641,652040.30060,4320612.00000,334836.56250,-0.49749,0.01297,-0.46964,-0.52877,0.13672,0.00641,0.15444,0.12561,0.20387,0.08439,0.37460,0.06312,-0.73825,0.01518,-0.70628,-0.77072,4.46800,0.16253,4.98915,4.10387,4.46800,0.16253,4.98915,4.10387,3.25180,0.12765,3.60531,2.85862,12.00183,0.45898,13.35142,10.92830,-6.91534,1.51012,-3.87746,-13.26844,0.23446,0.04095,0.35599,0.11894,1.66282,0.02308,1.73349,1.60394,2.45992,0.05366,2.63477,2.32851,-2.50827,0.06465,-2.33776,-2.64929
74,11.22908902168274,19000,98172.38342,141953.12137,88722.59519,0.02517,11.20285,0.00100,0.00000,105746.45834,0.00000,300.89447,8.05736,320.57770,280.56021,20.65276,0.13121,20.88357,20.41320,-1.06619,0.54894,0.34275,-2.45094,-18577.76738,199.45756,-18037.03711,-19070.66211,47411.29055,3552.09480,58719.01953,40171.74609,51758.97994,5190.37794,80640.93750,43065.67188,849.66496,518.17937,2346.70752,147.84775,1919513.49609,1080594.25957,5881303.50000,385303.21875,2022982.59953,1315446.71186,7600007.50000,295308.62500,-0.49991,0.01135,-0.47492,-0.52734,0.13475,0.00551,0.15137,0.12278,0.12688,0.04251,0.25058,0.04085,-0.72862,0.01528,-0.69273,-0.76417,4.35216,0.18138,4.81264,3.88659,4.35216,0.18138,4.81264,3.88659,3.27237,0.12077,3.62451,2.93028,12.04474,0.39916,13.05549,11.01467,-6.86151,1.33176,-4.09404,-11.66481,0.24090,0.03967,0.33526,0.12504,1.64353,0.02603,1.71123,1.59044,2.46406,0.05556,2.63510,2.37781,-2.51943,0.06189,-2.39356,-2.71285
75,11.471331596374512,19200,98997.34370,163029.64094,91167.25838,0.00744,11.46287,0.00097,0.00000,103935.01148,0.00000,305.55881,8.09637,325.32236,285.27249,21.13654,0.14373,21.38640,20.88658,-1.01229,0.41314,0.09613,-2.07073,-18925.42802,186.93623,-18481.73438,-19383.63672,50294.11654,3355.73823,61699.80469,43582.19922,53828.89629,3412.96613,65833.85156,46389.64844,860.43421,513.61643,2584.72852,133.24278,2123057.53250,1112584.67875,6325093.50000,328114.93750,1889834.41312,958879.79517,4671670.50000,282463.78125,-0.50675,0.01251,-0.47568,-0.53002,0.13370,0.00375,0.14399,0.12543,0.10999,0.03747,0.18382,0.01576,-0.73968,0.01399,-0.71011,-0.76623,4.33183,0.13546,4.67969,3.96846,4.33183,0.13546,4.67969,3.96846,3.23151,0.11200,3.48143,2.89012,11.95422,0.39470,13.13458,11.14002,-6.87340,1.42114,-4.34419,-12.48481,0.23274,0.03083,0.33444,0.16211,1.63950,0.01736,1.67940,1.59628,2.45297,0.04453,2.61403,2.35552,-2.49098,0.04914,-2.37390,-2.61979
76,11.832272052764893,19400,101179.77671,136969.24343,92404.58176,0.00104,11.82545,0.00103,1.00000,115832.19075,1.00000,310.73395,8.31554,334.85712,286.50848,21.64260,0.15869,21.91764,21.38845,-0.98979,0.59350,0.39881,-2.62408,-19302.85350,198.80504,-18796.83398,-19987.49609,53730.03186,4475.74742,78586.49219,45243.12891,57498.56148,4958.17941,75115.10938,48181.11719,902.68612,601.00929,3369.85083,148.52415,2480202.57531,1431383.29188,8703707.00000,361116.56250,2176225.94750,1293631.07468,6660690.00000,301714.15625,-0.51221,0.01360,-0.46871,-0.54107,0.13070,0.00525,0.14250,0.11915,0.09240,0.03924,0.19937,-0.01780,-0.73893,0.01540,-0.70241,-0.77948,4.32193,0.19299,4.85094,3.87052,4.32193,0.19299,4.85094,3.87052,3.23373,0.11557,3.51967,2.96897,12.01489,0.46345,13.05993,10.73535,-6.92395,1.49907,-4.35710,-13.10774,0.22387,0.03620,0.32427,0.12798,1.63726,0.03177,1.71676,1.56885,2.45947,0.06370,2.64704,2.32866,-2.50804,0.08532,-2.31725,-2.75809
77,11.385423183441162,19600,103452.17789,155719.60329,94002.76189,0.00584,11.37366,0.00100,1.00000,116075.88405,1.00000,316.65322,8.18446,339.96719,296.27115,22.15959,0.13851,22.41653,21.91979,-0.85613,0.51360,0.57939,-2.01620,-19656.67057,190.42613,-19181.54297,-20173.71289,55628.50094,3326.90834,67141.56250,47342.82422,60889.26166,4831.41754,90543.00000,51991.17578,993.14413,614.10717,3295.42847,110.07881,2164863.45438,1069436.56777,5231361.00000,414893.81250,2214577.91812,1296261.68675,8337060.50000,384444.75000,-0.52074,0.01569,-0.47909,-0.55498,0.12994,0.00521,0.14371,0.11782,0.08586,0.03093,0.16007,0.00222,-0.75622,0.01543,-0.71591,-0.79388,4.27632,0.16572,4.65025,3.81324,4.27632,0.16572,4.65025,3.81324,3.20860,0.10799,3.50685,2.96914,11.96798,0.36975,13.01536,11.11671,-6.91377,1.35847,-4.21519,-11.97240,0.22958,0.03809,0.33694,0.14132,1.62276,0.02021,1.67327,1.56954,2.45136,0.05090,2.56638,2.35353,-2.49907,0.05365,-2.39272,-2.63383
78,11.598265409469604,19800,105795.96913,169618.41243,96050.71522,0.01228,11.58015,0.00105,1.00000,117373.58961,1.00000,321.28884,8.36173,345.14044,298.47955,22.69106,0.14782,22.93646,22.41962,-0.80417,0.66302,0.87947,-2.34333,-20046.21798,218.33009,-19530.20703,-20659.41016,58614.23879,3771.08473,74261.42969,51259.27734,63076.74219,3998.59443,79330.18750,51796.57031,929.80941,562.08947,3602.68506,171.88058,2406180.16859,1230765.96102,6136245.00000,336421.90625,2199417.70250,1120503.77797,5990128.00000,378539.00000,-0.52215,0.02021,-0.46452,-0.56885,0.13206,0.00431,0.14366,0.12178,0.10217,0.03024,0.17964,0.03890,-0.77989,0.02036,-0.73412,-0.82852,4.25766,0.21258,4.75293,3.71807,4.25766,0.21258,4.75293,3.71807,3.18327,0.10378,3.45290,2.95027,11.89638,0.47448,12.97565,10.41390,-6.83426,1.31120,-3.87187,-11.56977,0.22748,0.03189,0.29666,0.12255,1.62142,0.03005,1.69569,1.54611,2.46463,0.05972,2.61272,2.29710,-2.48485,0.07957,-2.29322,-2.68824
79,11.911701202392578,20000,108809.38385,166797.09359,98235.88390,0.00106,11.90497,0.00099,1.00000,122961.38089,1.00000,328.02496,8.66930,348.16373,298.41327,23.22562,0.17949,23.54668,22.93928,-0.85368,0.54363,0.63267,-2.62945,-20417.62319,213.69466,-19830.11133,-20952.39062,63551.16543,5583.68244,101022.29688,54192.28906,67517.37617,5240.78300,84852.78906,57919.19531,1024.32567,713.44533,3444.06152,162.37140,3068377.09094,1643236.56705,11296832.00000,591470.81250,2592684.10328,1467389.81192,8279471.50000,450796.65625,-0.52899,0.01032,-0.50651,-0.55986,0.13062,0.00469,0.14222,0.11807,0.08738,0.02702,0.14182,0.01507,-0.82069,0.01641,-0.78306,-0.84742,4.27140,0.17293,4.83729,3.79849,4.27140,0.17293,4.83729,3.79849,3.14673,0.10772,3.57590,2.86475,11.90344,0.45322,13.34892,10.33736,-6.82066,1.38986,-4.04262,-13.38784,0.21698,0.03153,0.29866,0.11870,1.62014,0.02609,1.70678,1.55596,2.45423,0.06125,2.74393,2.36822,-2.48399,0.07963,-2.28742,-2.81087
80,11.468444108963013,20200,113634.09434,163253.41424,99672.67167,0.01315,11.44905,0.00126,1.00000,137841.50491,1.00000,331.56256,8.46252,362.65274,311.02509,23.70008,0.08241,23.84384,23.54924,-0.36840,0.53683,1.04552,-1.84164,-20827.53071,203.73880,-20126.11523,-21315.41602,63915.51445,3796.11009,76099.17969,52021.64844,69282.18586,5585.87583,105623.62500,59078.80078,1060.93774,662.47603,3595.04321,174.21130,2286012.98047,1089979.49511,5937300.50000,390922.21875,2430514.72172,1517215.46577,9378943.00000,338263.84375,-0.51743,0.01563,-0.47907,-0.55311,0.14168,0.00482,0.15180,0.12686,0.24302,0.08653,0.44106,0.06570,-0.83572,0.01698,-0.80070,-0.87822,4.11639,0.16960,4.58166,3.66978,4.11639,0.16960,4.58166,3.66978,3.21556,0.10406,3.48908,2.94205,11.89348,0.38947,12.83609,10.86141,-7.08915,1.54790,-4.56887,-16.45729,0.22266,0.04024,0.32210,0.11471,1.60118,0.02409,1.66148,1.54860,2.44267,0.04903,2.57457,2.32269,-2.48443,0.06352,-2.35385,-2.64245
81,11.943292617797852,20400,115037.16000,203498.02272,103217.50390,0.00617,11.93608,0.00097,1.00000,121885.73393,1.00000,339.22885,8.99657,366.94745,310.29907,23.93529,0.04072,23.99277,23.84560,-0.14529,0.58521,1.31525,-1.71658,-21233.06044,223.80908,-20544.16406,-21770.02734,68343.77029,4801.49683,79956.68750,56553.51172,72278.09973,5749.77590,98229.25000,61598.01953,1105.19049,687.77372,3735.30176,153.36774,2741391.24938,1431805.60640,7038891.00000,626435.87500,2228727.97703,1441543.53324,8667420.00000,505529.46875,-0.51768,0.01881,-0.47976,-0.56511,0.14551,0.00684,0.16454,0.12781,0.26473,0.07748,0.43583,0.04696,-0.85849,0.02080,-0.81475,-0.91002,4.04578,0.18431,4.54094,3.58582,4.04578,0.18431,4.54094,3.58582,3.25082,0.11816,3.58964,2.97086,11.91002,0.39555,12.97660,10.97192,-7.08762,1.38561,-4.28509,-11.50382,0.22320,0.04652,0.34182,0.10357,1.58903,0.02749,1.66466,1.53363,2.45288,0.05296,2.62309,2.35208,-2.47487,0.07546,-2.26608,-2.65854
82,12.04141354560852,20600,122000.87634,145301.21140,104883.70945,0.00125,12.03280,0.00112,1.00000,176003.90865,1.00000,344.45039,9.16389,365.84604,320.93802,24.00614,0.01298,24.02896,23.98296,-0.01712,0.50436,1.16881,-1.58107,-21643.11371,238.67307,-20992.00391,-22259.33203,73124.16959,5291.56982,96266.51562,60619.55469,75716.03775,5358.67163,91928.65625,63703.47656,1223.29416,838.01078,4704.51172,221.19740,3476747.92687,1585147.92761,8050434.50000,464788.75000,2728378.95453,1480849.47990,7016797.00000,502130.40625,-0.52144,0.01776,-0.48167,-0.56179,0.14805,0.00456,0.15993,0.13627,0.24733,0.08648,0.45556,0.06635,-0.86428,0.01381,-0.82919,-0.89297,4.00539,0.15869,4.49760,3.63221,4.00539,0.15869,4.49760,3.63221,3.26973,0.10701,3.52146,3.00237,11.90613,0.36860,12.79555,11.09542,-6.93273,1.27741,-4.33337,-11.68303,0.22517,0.03430,0.30687,0.15068,1.58225,0.02246,1.65666,1.53076,2.44562,0.05274,2.57293,2.34899,-2.47790,0.06371,-2.31873,-2.62477
83,11.834449768066406,20800,123644.96796,210333.06228,107429.34607,0.00085,11.83225,0.00119,0.00000,118794.01695,0.00000,348.23448,9.63022,375.67548,320.83850,24.00777,0.03174,24.05486,23.94806,0.06291,0.50723,1.35337,-0.99223,-22026.54459,241.76067,-21434.49414,-22741.65234,76093.39844,7960.19796,126192.93750,63900.38281,80420.69363,7105.03114,116088.32812,65213.69531,1161.96339,696.17155,4221.01514,175.65166,3201259.23703,2263304.71335,14235374.00000,502030.59375,3306041.76313,2046327.77933,10937969.00000,512000.93750,-0.52442,0.01291,-0.49980,-0.56030,0.14963,0.00417,0.16124,0.13995,0.23657,0.08608,0.48927,0.02681,-0.88355,0.01466,-0.85391,-0.91249,3.98021,0.15959,4.31220,3.57433,3.98021,0.15959,4.31220,3.57433,3.30806,0.10740,3.56610,3.00499,12.07185,0.36665,12.85655,11.14352,-6.97571,1.25099,-4.25850,-11.62148,0.23495,0.03551,0.32916,0.15275,1.57695,0.02275,1.62181,1.53009,2.47942,0.05472,2.58740,2.38116,-2.49431,0.05750,-2.38111,-2.64224
84,11.452682256698608,21000,128239.72548,173170.40270,109910.55290,0.00094,11.45063,0.00106,1.00000,151694.03353,1.00000,354.52315,8.85528,374.93481,327.44534,23.79122,0.09138,23.94590,23.61437,0.29265,0.58962,2.08073,-0.93394,-22458.99793,221.94203,-21875.25391,-23150.98047,81666.44879,6978.23973,111627.00000,68888.73438,82198.09664,4938.86217,97479.56250,71153.96875,1158.68291,776.88667,6002.32178,162.13930,4036211.49031,2111873.89827,11611581.00000,670560.31250,2923650.60719,1441986.73809,7226952.50000,498200.12500,-0.52996,0.01394,-0.49835,-0.56996,0.15746,0.00529,0.17135,0.14157,0.20243,0.07714,0.37493,-0.01025,-0.92286,0.01863,-0.88974,-0.95789,3.90766,0.18602,4.29472,3.34277,3.90766,0.18602,4.29472,3.34277,3.36751,0.13318,3.67255,3.04221,12.13807,0.44725,13.42152,10.98405,-7.29038,1.46957,-4.59232,-13.71519,0.23762,0.03510,0.34263,0.14091,1.56295,0.02667,1.62027,1.48402,2.48934,0.07173,2.68442,2.32071,-2.49557,0.06380,-2.31462,-2.67039
85,11.218727350234985,21200,131465.89577,173304.70929,111383.13554,0.00571,11.21169,0.00124,1.00000,136196.71444,1.00000,360.81505,9.26247,384.94064,336.31400,23.68983,0.06166,23.77692,23.60752,-0.12135,0.53832,1.46297,-1.57755,-22883.36590,239.07779,-22148.07227,-23476.84180,84242.14211,7050.52498,124142.20312,69083.22656,86615.22324,5923.39200,110066.28906,70586.98438,1324.55964,802.47098,4721.74707,222.92754,3706841.36313,2289001.17068,12496133.00000,627578.62500,3130583.61656,1714193.08779,9110254.00000,580553.62500,-0.54267,0.01185,-0.51589,-0.58224,0.14787,0.00617,0.16764,0.13097,0.15142,0.09303,0.42307,-0.00186,-0.92614,0.01280,-0.88981,-0.95108,4.03836,0.17007,4.49858,3.53812,4.03836,0.17007,4.49858,3.53812,3.31731,0.10065,3.58146,3.05448,12.17614,0.32324,13.22423,11.44874,-6.91847,1.38495,-4.54602,-13.87421,0.23466,0.04371,0.34452,0.12734,1.57832,0.02613,1.65508,1.50446,2.50230,0.06793,2.73060,2.38727,-2.49923,0.05289,-2.38159,-2.66425
86,12.891836166381836,21400,137727.78226,200363.65122,113772.20683,0.00567,12.87202,0.00100,1.00000,178451.05566,1.00000,365.54093,10.11330,395.34634,342.78265,23.81052,0.05219,23.88592,23.74283,-0.09715,0.61951,1.46252,-1.81716,-23327.76232,241.56989,-22760.73828,-24163.57422,85214.77230,5096.03174,101695.76562,71489.67969,89386.36559,5891.28667,112798.14062,76625.23438,1438.39384,881.61203,4450.80566,261.06961,3220866.17969,1426682.37097,8824673.00000,1007366.43750,3271669.76109,1699841.79551,8703018.00000,390662.09375,-0.54941,0.01533,-0.50360,-0.59453,0.14674,0.00435,0.15744,0.13379,0.16519,0.08466,0.36588,-0.03070,-0.93419,0.01556,-0.88016,-0.96259,4.03066,0.19539,4.57299,3.53875,4.03066,0.19539,4.57299,3.53875,3.34369,0.09979,3.63848,3.07139,12.28405,0.42955,13.55629,11.15200,-6.94233,1.32843,-3.86146,-11.48877,0.23033,0.03674,0.32860,0.14406,1.57600,0.02749,1.65198,1.50669,2.53306,0.08543,2.74977,2.39159,-2.50955,0.05351,-2.39200,-2.67071
87,17.322771787643433,21600,140820.41036,231211.49643,119429.12136,0.00563,17.31583,0.00123,1.00000,147002.16507,1.00000,371.66487,9.57789,392.26312,349.62564,23.78130,0.07444,23.87768,23.61755,0.19308,0.52096,1.61815,-1.01806,-23800.31644,241.92686,-23178.82422,-24421.62695,89397.23055,5927.77425,113647.71094,78118.98438,94517.08711,7712.95771,130990.32812,79593.01562,1441.19725,902.54055,4496.35107,197.45018,3508732.13813,1993742.08400,10905379.00000,689856.18750,3469030.72594,2266453.77635,11963945.00000,746632.00000,-0.55633,0.01804,-0.52169,-0.59575,0.15302,0.00654,0.17137,0.13646,0.12551,0.04593,0.20395,-0.02782,-0.95402,0.02507,-0.90934,-1.02020,3.93906,0.16439,4.32106,3.48909,3.93906,0.16439,4.32106,3.48909,3.36932,0.11065,3.64990,3.10538,12.29547,0.36657,13.42314,11.57613,-7.03247,1.31590,-4.52429,-12.07829,0.25255,0.03408,0.34561,0.15561,1.55642,0.02428,1.61462,1.48331,2.52832,0.07427,2.79397,2.37317,-2.49229,0.06554,-2.33173,-2.63298
88,11.904843807220459,21800,143897.27984,139355.25286,120398.15988,0.01239,11.89137,0.00104,1.00000,148142.28436,1.00000,376.99022,10.00364,408.85852,352.49796,23.51279,0.04962,23.61657,23.44755,0.04791,0.61501,1.48261,-1.66538,-24256.63430,265.93765,-23543.34766,-24876.30859,95398.39348,9125.62129,135527.67188,78806.73438,96903.25609,5962.44580,115551.43750,82417.49219,1417.13787,893.80921,5747.68213,250.75444,4478432.63656,2905779.85007,15624067.00000,763962.31250,3250934.29219,1681179.63765,8903123.00000,550677.37500,-0.57163,0.01370,-0.54290,-0.61696,0.15761,0.00537,0.17243,0.14040,0.10958,0.03058,0.18241,-0.00635,-1.00519,0.02248,-0.96438,-1.05801,3.98486,0.19482,4.52781,3.53092,3.98486,0.19482,4.52781,3.53092,3.39882,0.09391,3.73322,3.20203,12.42866,0.35801,13.72114,11.56512,-6.83759,1.36182,-4.55678,-11.67035,0.25484,0.03096,0.33277,0.18198,1.55744,0.02495,1.63899,1.49814,2.58155,0.10244,2.89776,2.40886,-2.52845,0.06879,-2.38920,-2.77181
89,11.546751499176025,22000,148136.93041,210609.62141,121134.26512,0.00091,11.54487,0.00092,1.00000,165357.88660,1.00000,383.13264,10.22207,412.47266,361.53342,23.38829,0.06548,23.53674,23.30810,0.16367,0.60161,1.96538,-1.13683,-24747.01710,253.43932,-24118.24219,-25451.87109,97736.60250,5737.94715,115393.20312,82838.16406,103644.99105,8681.49163,139957.31250,86184.04688,1371.20871,854.69793,5069.04785,229.46103,3703577.67719,1984402.56701,10313246.00000,809465.50000,4170473.39562,2473917.81529,12830178.00000,766285.18750,-0.57728,0.01731,-0.53501,-0.62379,0.17352,0.00850,0.19841,0.15811,0.14532,0.05763,0.26848,-0.01284,-1.08586,0.03017,-1.02280,-1.15413,3.94813,0.19084,4.36072,3.37621,3.94813,0.19084,4.36072,3.37621,3.42846,0.11678,3.64785,3.10896,12.52417,0.42989,13.93788,11.31282,-7.11290,1.55580,-4.61739,-15.27325,0.28422,0.03518,0.39641,0.19621,1.54752,0.02701,1.60893,1.47990,2.63651,0.13772,3.04773,2.44412,-2.51721,0.07694,-2.32943,-2.71708
